item_nbr,store_nbr,mae,mean_sales,mae_pct,safety_stock,reorder_point,eoq,ABC,XYZ,ABC_XYZ,family,perishable,unit_price,daily_revenue,revenue_at_risk,annual_revenue,annual_revenue_at_risk,stockout_prob,daily_stockout_cost,annual_stockout_cost,current_stock,alert,alert_urgency
315180,1,5.71,8.33,68.6,29,87,390,A,Z,AZ,BEVERAGES,0,3.0,24.990000000000002,17.13,9121.35,6252.45,0.18,4.4982,1641.8429999999998,65.0,True,Reorder Now
315220,1,1.92,4.33,44.3,11,41,281,A,Z,AZ,GROCERY I,0,2.5,10.825,4.8,3951.1249999999995,1752.0,0.18,1.9485,711.2025,18.0,True,Critical
315221,1,3.12,9.62,32.4,18,85,419,A,Y,AY,GROCERY I,0,2.5,24.049999999999997,7.800000000000001,8778.249999999998,2847.0000000000005,0.08,1.9239999999999997,702.2599999999999,96.0,False,OK
315277,1,2.33,7.08,32.9,14,63,360,A,Z,AZ,GROCERY I,0,2.5,17.7,5.825,6460.5,2126.125,0.18,3.186,1162.8899999999999,63.0,True,Reorder Now
315279,1,1.68,2.39,70.3,5,22,209,A,Z,AZ,GROCERY I,0,2.5,5.9750000000000005,4.2,2180.875,1533.0,0.18,1.0755000000000001,392.55750000000006,10.0,True,Critical
315322,1,1.83,2.83,64.6,9,29,227,A,Z,AZ,GROCERY I,0,2.5,7.075,4.575,2582.375,1669.875,0.18,1.2735,464.82750000000004,21.0,True,Reorder Now
315460,1,1.52,2.87,53.0,9,29,229,A,Z,AZ,GROCERY I,0,2.5,7.175000000000001,3.8,2618.8750000000005,1387.0,0.18,1.2915,471.39750000000004,43.0,False,OK
315463,1,3.37,3.49,96.7,18,43,252,A,Z,AZ,GROCERY II,0,3.0,10.47,10.11,3821.55,3690.1499999999996,0.18,1.8846,687.879,30.0,True,Reorder Now
315474,1,2.56,2.96,86.6,15,35,232,A,Z,AZ,BREAD/BAKERY,1,1.5,4.4399999999999995,3.84,1620.6,1401.6,0.18,0.7991999999999999,437.56199999999995,20.0,True,Reorder Now
315712,1,3.24,4.41,73.5,13,44,284,A,Z,AZ,GROCERY I,0,2.5,11.025,8.100000000000001,4024.125,2956.5000000000005,0.18,1.9845,724.3425,43.0,True,Reorder Now
317285,1,4.79,5.39,88.8,22,60,314,A,Z,AZ,GROCERY II,0,3.0,16.169999999999998,14.370000000000001,5902.049999999999,5245.05,0.18,2.9105999999999996,1062.369,95.0,False,OK
318932,1,1.51,1.83,82.4,5,18,183,A,Y,AY,DELI,1,4.5,8.235,6.795,3005.7749999999996,2480.175,0.08,0.6587999999999999,360.693,12.0,True,Reorder Now
319093,1,2.13,2.9,73.5,12,32,230,A,Z,AZ,DELI,1,4.5,13.049999999999999,9.584999999999999,4763.25,3498.5249999999996,0.18,2.3489999999999998,1286.0774999999999,39.0,False,OK
320682,1,3.83,9.93,38.5,26,95,426,A,Z,AZ,GROCERY I,0,2.5,24.825,9.575,9061.125,3494.8749999999995,0.18,4.4685,1631.0024999999998,125.0,False,OK
322094,1,1.53,2.86,53.5,9,29,228,A,Y,AY,CLEANING,0,4.0,11.44,6.12,4175.599999999999,2233.8,0.08,0.9152,334.048,20.0,True,Reorder Now
322095,1,1.27,2.23,57.1,6,22,202,A,Y,AY,CLEANING,0,4.0,8.92,5.08,3255.8,1854.2,0.08,0.7136,260.464,28.0,False,OK
323013,1,2.52,5.34,47.2,13,50,312,A,Z,AZ,GROCERY I,0,2.5,13.35,6.3,4872.75,2299.5,0.18,2.403,877.095,42.0,True,Reorder Now
323921,1,1.78,3.42,52.1,8,32,250,A,Z,AZ,PERSONAL CARE,0,5.0,17.1,8.9,6241.500000000001,3248.5,0.18,3.0780000000000003,1123.47,37.0,False,OK
326951,1,3.0,4.73,63.5,20,53,294,A,Z,AZ,GROCERY I,0,2.5,11.825000000000001,7.5,4316.125,2737.5,0.18,2.1285000000000003,776.9025000000001,61.0,False,OK
329071,1,1.66,4.15,40.0,9,38,275,A,Y,AY,GROCERY I,0,2.5,10.375,4.1499999999999995,3786.875,1514.7499999999998,0.08,0.8300000000000001,302.95000000000005,40.0,False,OK
329362,1,1.38,2.64,52.1,9,27,220,A,Z,AZ,GROCERY I,0,2.5,6.6000000000000005,3.4499999999999997,2409.0,1259.25,0.18,1.188,433.62,14.0,True,Reorder Now
329397,1,3.33,4.13,80.7,21,50,275,A,Y,AY,DAIRY,1,2.2,9.086,7.3260000000000005,3316.3900000000003,2673.9900000000002,0.08,0.7268800000000001,397.96680000000003,70.0,False,OK
346065,1,1.89,2.54,74.4,6,24,215,A,Z,AZ,GROCERY I,0,2.5,6.35,4.725,2317.75,1724.6249999999998,0.18,1.1429999999999998,417.19499999999994,19.0,True,Reorder Now
352513,1,0.7,1.38,50.6,3,13,159,A,Z,AZ,CLEANING,0,4.0,5.52,2.8,2014.8,1021.9999999999999,0.18,0.9935999999999999,362.664,8.0,True,Reorder Now
355090,1,0.93,2.18,42.6,6,21,199,A,Z,AZ,GROCERY I,0,2.5,5.45,2.325,1989.25,848.6250000000001,0.18,0.981,358.065,9.0,True,Critical
355091,1,4.17,6.57,63.5,24,70,346,A,Z,AZ,GROCERY I,0,2.5,16.425,10.425,5995.125,3805.1250000000005,0.18,2.9565,1079.1225,78.0,False,OK
358100,1,1.88,4.6,40.9,10,43,290,A,Z,AZ,GROCERY I,0,2.5,11.5,4.699999999999999,4197.5,1715.4999999999998,0.18,2.07,755.55,52.0,False,OK
358231,1,13.13,22.2,59.1,71,227,637,A,Z,AZ,CLEANING,0,4.0,88.8,52.52,32412.0,19169.800000000003,0.18,15.983999999999998,5834.159999999999,95.0,True,Critical
358232,1,3.61,5.45,66.2,20,58,315,A,Z,AZ,CLEANING,0,4.0,21.8,14.44,7957.0,5270.599999999999,0.18,3.924,1432.26,59.0,False,OK
358264,1,2.05,3.85,53.4,12,39,265,A,Z,AZ,GROCERY I,0,2.5,9.625,5.125,3513.125,1870.625,0.18,1.7325,632.3625,26.0,True,Reorder Now
358272,1,2.3,3.56,64.7,10,35,255,A,Y,AY,DAIRY,1,2.2,7.832000000000001,5.06,2858.6800000000003,1846.8999999999999,0.08,0.6265600000000001,343.0416,41.0,False,OK
360313,1,1.34,2.73,49.3,8,27,223,A,Y,AY,BREAD/BAKERY,1,1.5,4.095,2.0100000000000002,1494.675,733.6500000000001,0.08,0.3276,179.361,16.0,True,Reorder Now
360314,1,2.53,6.0,42.1,13,55,331,A,Y,AY,BREAD/BAKERY,1,1.5,9.0,3.795,3285.0,1385.175,0.08,0.72,394.20000000000005,68.0,False,OK
360703,1,12.29,14.89,82.5,250,354,521,A,Z,AZ,GROCERY I,0,2.5,37.225,30.724999999999998,13587.125,11214.625,0.18,6.7005,2445.6825,306.0,True,Reorder Now
360704,1,5.68,7.15,79.5,34,84,361,A,Z,AZ,GROCERY I,0,2.5,17.875,14.2,6524.375,5183.0,0.18,3.2175,1174.3874999999998,128.0,False,OK
361502,1,2.12,4.02,52.8,12,40,271,A,Z,AZ,GROCERY I,0,2.5,10.049999999999999,5.300000000000001,3668.2499999999995,1934.5000000000002,0.18,1.8089999999999997,660.2849999999999,23.0,True,Reorder Now
362548,1,4.38,8.2,53.4,32,89,387,A,Z,AZ,GROCERY I,0,2.5,20.5,10.95,7482.5,3996.7499999999995,0.18,3.69,1346.85,72.0,True,Reorder Now
363868,1,3.36,4.12,81.6,13,42,274,A,Z,AZ,GROCERY I,0,2.5,10.3,8.4,3759.5000000000005,3066.0,0.18,1.854,676.71,23.0,True,Reorder Now
363895,1,0.64,1.85,34.5,4,16,184,A,Z,AZ,CLEANING,0,4.0,7.4,2.56,2701.0,934.4,0.18,1.332,486.18,24.0,False,OK
364413,1,3.01,4.72,63.8,21,54,293,A,Z,AZ,CLEANING,0,4.0,18.88,12.04,6891.2,4394.599999999999,0.18,3.3983999999999996,1240.416,78.0,False,OK
364606,1,11.32,26.82,42.2,77,264,700,A,Y,AY,GROCERY I,0,2.5,67.05,28.3,24473.25,10329.5,0.08,5.364,1957.86,187.0,True,Reorder Now
364724,1,1.12,2.73,41.0,6,25,223,A,Z,AZ,GROCERY I,0,2.5,6.825,2.8000000000000003,2491.125,1022.0000000000001,0.18,1.2285,448.4025,30.0,False,OK
364738,1,25.57,17.78,143.8,163,287,570,A,Z,AZ,BEVERAGES,0,3.0,53.34,76.71000000000001,19469.100000000002,27999.15,0.18,9.6012,3504.438,396.0,False,OK
364832,1,1.98,3.37,58.9,10,33,248,A,Z,AZ,GROCERY I,0,2.5,8.425,4.95,3075.1250000000005,1806.75,0.18,1.5165000000000002,553.5225,35.0,False,OK
364834,1,1.12,2.29,49.0,6,22,204,A,Z,AZ,GROCERY I,0,2.5,5.725,2.8000000000000003,2089.625,1022.0000000000001,0.18,1.0305,376.1325,23.0,False,OK
364865,1,4.0,6.1,65.6,15,57,334,A,Z,AZ,GROCERY II,0,3.0,18.299999999999997,12.0,6679.499999999999,4380.0,0.18,3.293999999999999,1202.3099999999997,39.0,True,Reorder Now
365139,1,2.41,2.67,90.5,9,27,221,A,Z,AZ,GROCERY I,0,2.5,6.675,6.025,2436.375,2199.125,0.18,1.2015,438.5475,14.0,True,Reorder Now
365140,1,3.73,4.74,78.6,18,52,294,A,Z,AZ,GROCERY I,0,2.5,11.850000000000001,9.325,4325.250000000001,3403.6249999999995,0.18,2.133,778.545,77.0,False,OK
365264,1,1.7,2.12,80.3,5,19,196,A,Z,AZ,CLEANING,0,4.0,8.48,6.8,3095.2000000000003,2482.0,0.18,1.5264,557.136,28.0,False,OK
368136,1,2.23,3.1,72.1,13,35,238,A,Z,AZ,GROCERY I,0,2.5,7.75,5.575,2828.75,2034.875,0.18,1.395,509.175,41.0,False,OK
368140,1,1.79,2.72,65.8,12,31,223,A,Z,AZ,GROCERY I,0,2.5,6.800000000000001,4.475,2482.0000000000005,1633.3749999999998,0.18,1.224,446.76,25.0,True,Reorder Now
368213,1,2.4,4.32,55.6,15,45,281,A,Y,AY,DAIRY,1,2.2,9.504000000000001,5.28,3468.9600000000005,1927.2,0.08,0.7603200000000001,416.27520000000004,37.0,True,Reorder Now
368260,1,2.81,4.37,64.3,16,46,282,A,Z,AZ,GROCERY I,0,2.5,10.925,7.025,3987.6250000000005,2564.125,0.18,1.9665000000000001,717.7725,58.0,False,OK
368624,1,0.64,1.58,40.4,3,14,170,A,Z,AZ,BEVERAGES,0,3.0,4.74,1.92,1730.1000000000001,700.8,0.18,0.8532,311.418,21.0,False,OK
368628,1,8.37,15.07,55.5,46,152,525,A,Z,AZ,BEVERAGES,0,3.0,45.21,25.11,16501.65,9165.15,0.18,8.1378,2970.297,223.0,False,OK
370042,1,3.02,9.77,30.9,18,87,422,A,Z,AZ,GROCERY I,0,2.5,24.424999999999997,7.55,8915.124999999998,2755.75,0.18,4.3965,1604.7224999999999,116.0,False,OK
371130,1,2.02,3.26,62.0,10,33,244,A,Y,AY,CLEANING,0,4.0,13.04,8.08,4759.599999999999,2949.2,0.08,1.0432,380.768,39.0,False,OK
371437,1,1.45,1.96,74.0,5,19,189,A,Z,AZ,CLEANING,0,4.0,7.84,5.8,2861.6,2117.0,0.18,1.4112,515.088,10.0,True,Reorder Now
371438,1,1.2,2.24,53.5,6,22,202,A,Y,AY,CLEANING,0,4.0,8.96,4.8,3270.4,1752.0,0.08,0.7168000000000001,261.63200000000006,13.0,True,Reorder Now
372924,1,1.86,2.83,65.8,9,29,227,A,Z,AZ,GROCERY I,0,2.5,7.075,4.65,2582.375,1697.2500000000002,0.18,1.2735,464.82750000000004,43.0,False,OK
373152,1,2.84,6.41,44.4,15,60,342,A,Z,AZ,PERSONAL CARE,0,5.0,32.05,14.2,11698.249999999998,5183.0,0.18,5.768999999999999,2105.685,68.0,False,OK
376427,1,2.3,4.25,54.1,12,41,279,A,Z,AZ,EGGS,1,2.0,8.5,4.6,3102.5,1678.9999999999998,0.18,1.53,837.6750000000001,17.0,True,Critical
378330,1,1.36,2.15,63.4,7,22,198,A,Y,AY,GROCERY I,0,2.5,5.375,3.4000000000000004,1961.875,1241.0000000000002,0.08,0.43,156.95,11.0,True,Critical
378685,1,5.81,15.73,37.0,30,140,536,A,Z,AZ,DAIRY,1,2.2,34.606,12.782,12631.19,4665.43,0.18,6.22908,3410.4213,167.0,False,OK
401817,1,3.45,9.37,36.9,20,86,413,A,Z,AZ,GROCERY I,0,2.5,23.424999999999997,8.625,8550.124999999998,3148.125,0.18,4.216499999999999,1539.0224999999996,35.0,True,Critical
402174,1,5.76,8.91,64.6,92,155,403,A,Z,AZ,GROCERY I,0,2.5,22.275,14.399999999999999,8130.374999999999,5255.999999999999,0.18,4.009499999999999,1463.4674999999997,92.0,True,Reorder Now
404336,1,2.9,4.66,62.3,12,45,292,A,Z,AZ,GROCERY I,0,2.5,11.65,7.25,4252.25,2646.25,0.18,2.097,765.405,48.0,False,OK
407499,1,2.18,7.05,30.9,13,62,359,A,Y,AY,EGGS,1,2.0,14.1,4.36,5146.5,1591.4,0.08,1.128,617.5799999999999,76.0,False,OK
407769,1,1.45,1.4,103.7,4,14,160,A,Z,AZ,CLEANING,0,4.0,5.6,5.8,2043.9999999999998,2117.0,0.18,1.008,367.92,17.0,False,OK
409738,1,3.0,6.39,47.0,18,63,341,A,Z,AZ,BREAD/BAKERY,1,1.5,9.584999999999999,4.5,3498.5249999999996,1642.5,0.18,1.7252999999999998,944.6017499999998,42.0,True,Reorder Now
409904,1,1.96,3.06,63.9,10,31,236,A,Y,AY,GROCERY I,0,2.5,7.65,4.9,2792.25,1788.5000000000002,0.08,0.612,223.38,39.0,False,OK
410257,1,5.68,10.93,52.0,30,107,447,A,Z,AZ,GROCERY I,0,2.5,27.325,14.2,9973.625,5183.0,0.18,4.9185,1795.2525,73.0,True,Reorder Now
410866,1,2.39,5.4,44.3,14,52,314,A,Z,AZ,PREPARED FOODS,1,5.5,29.700000000000003,13.145000000000001,10840.500000000002,4797.925,0.18,5.346,2926.935,41.0,True,Reorder Now
413987,1,2.56,6.34,40.4,14,59,340,A,Z,AZ,CLEANING,0,4.0,25.36,10.24,9256.4,3737.6,0.18,4.5648,1666.152,76.0,False,OK
414305,1,1.86,2.67,69.6,11,30,221,A,Z,AZ,BEVERAGES,0,3.0,8.01,5.58,2923.65,2036.7,0.18,1.4418,526.257,35.0,False,OK
414353,1,3.03,8.85,34.3,18,80,402,A,Z,AZ,GROCERY I,0,2.5,22.125,7.574999999999999,8075.625,2764.8749999999995,0.18,3.9825,1453.6125,114.0,False,OK
414421,1,2.19,4.65,47.2,12,44,291,A,Z,AZ,GROCERY I,0,2.5,11.625,5.475,4243.125,1998.3749999999998,0.18,2.0925,763.7624999999999,52.0,False,OK
414426,1,1.37,2.27,60.4,8,24,203,A,Z,AZ,GROCERY I,0,2.5,5.675,3.4250000000000003,2071.375,1250.125,0.18,1.0214999999999999,372.84749999999997,26.0,False,OK
414454,1,2.24,2.02,110.5,5,20,192,A,Z,AZ,GROCERY I,0,2.5,5.05,5.6000000000000005,1843.25,2044.0000000000002,0.18,0.9089999999999999,331.78499999999997,10.0,True,Critical
414455,1,1.36,2.74,49.7,8,27,224,A,Z,AZ,GROCERY I,0,2.5,6.8500000000000005,3.4000000000000004,2500.25,1241.0000000000002,0.18,1.233,450.045,23.0,True,Reorder Now
414620,1,3.44,6.71,51.2,15,62,350,A,Y,AY,GROCERY I,0,2.5,16.775,8.6,6122.874999999999,3139.0,0.08,1.3419999999999999,489.8299999999999,45.0,True,Reorder Now
414621,1,6.69,9.03,74.0,104,167,406,A,Y,AY,GROCERY I,0,2.5,22.575,16.725,8239.875,6104.625000000001,0.08,1.806,659.19,116.0,True,Reorder Now
414623,1,2.9,5.09,57.0,14,49,305,A,Y,AY,GROCERY I,0,2.5,12.725,7.25,4644.625,2646.25,0.08,1.018,371.57,77.0,False,OK
414750,1,4.01,10.45,38.4,22,95,437,A,Z,AZ,GROCERY I,0,2.5,26.125,10.024999999999999,9535.625,3659.1249999999995,0.18,4.7025,1716.4125,83.0,True,Reorder Now
414752,1,4.85,3.86,125.8,13,40,265,A,Z,AZ,GROCERY I,0,2.5,9.65,12.125,3522.25,4425.625,0.18,1.737,634.005,59.0,False,OK
417765,1,2.94,8.24,35.6,17,75,388,A,Y,AY,CLEANING,0,4.0,32.96,11.76,12030.4,4292.4,0.08,2.6368,962.432,87.0,False,OK
418025,1,1.17,1.98,59.3,5,18,190,A,Z,AZ,DELI,1,4.5,8.91,5.265,3252.15,1921.725,0.18,1.6038,878.0804999999999,24.0,False,OK
418026,1,1.06,2.03,52.3,6,21,192,A,Y,AY,DELI,1,4.5,9.135,4.7700000000000005,3334.275,1741.0500000000002,0.08,0.7308,400.11300000000006,21.0,True,Reorder Now
418235,1,7.9,14.91,53.0,36,141,522,A,Z,AZ,BEVERAGES,0,3.0,44.730000000000004,23.700000000000003,16326.45,8650.500000000002,0.18,8.051400000000001,2938.7610000000004,154.0,False,OK
418238,1,1.64,1.93,85.0,6,20,188,A,Z,AZ,BEVERAGES,0,3.0,5.79,4.92,2113.35,1795.8,0.18,1.0422,380.403,20.0,True,Reorder Now
421066,1,0.85,1.31,65.0,3,12,155,A,Y,AY,GROCERY I,0,2.5,3.2750000000000004,2.125,1195.3750000000002,775.625,0.08,0.262,95.63000000000001,8.0,True,Reorder Now
422452,1,1.3,2.57,50.4,7,25,217,A,Y,AY,GROCERY I,0,2.5,6.425,3.25,2345.125,1186.25,0.08,0.514,187.61,32.0,False,OK
426155,1,4.31,8.26,52.2,27,85,388,A,Z,AZ,PREPARED FOODS,1,5.5,45.43,23.705,16581.95,8652.324999999999,0.18,8.1774,4477.1265,63.0,True,Reorder Now
428054,1,1.21,2.42,49.8,6,23,210,A,Y,AY,GROCERY I,0,2.5,6.05,3.025,2208.25,1104.125,0.08,0.484,176.66,10.0,True,Critical
452212,1,2.19,4.55,48.2,13,45,288,A,Z,AZ,BREAD/BAKERY,1,1.5,6.824999999999999,3.285,2491.1249999999995,1199.025,0.18,1.2285,672.60375,53.0,False,OK
454596,1,0.93,2.0,46.7,6,20,191,A,Z,AZ,GROCERY I,0,2.5,5.0,2.325,1825.0,848.6250000000001,0.18,0.8999999999999999,328.49999999999994,12.0,True,Reorder Now
457424,1,3.35,10.05,33.3,19,89,428,A,Y,AY,EGGS,1,2.0,20.1,6.7,7336.500000000001,2445.5,0.08,1.608,880.3800000000001,136.0,False,OK
457556,1,1.14,1.59,71.7,4,16,171,A,Z,AZ,GROCERY I,0,2.5,3.975,2.8499999999999996,1450.875,1040.2499999999998,0.18,0.7155,261.1575,25.0,False,OK
457688,1,0.97,2.07,46.7,5,19,194,A,Z,AZ,CLEANING,0,4.0,8.28,3.88,3022.2,1416.2,0.18,1.4903999999999997,543.9959999999999,28.0,False,OK
457928,1,2.36,3.6,65.6,6,31,256,A,Z,AZ,POULTRY,1,6.0,21.6,14.16,7884.000000000001,5168.4,0.18,3.888,2128.68,26.0,True,Reorder Now
459762,1,1.84,3.26,56.4,10,33,244,A,Y,AY,BREAD/BAKERY,1,1.5,4.89,2.7600000000000002,1784.85,1007.4000000000001,0.08,0.3912,214.18200000000002,14.0,True,Critical
459804,1,0.79,1.76,44.9,4,16,179,A,Z,AZ,GROCERY I,0,2.5,4.4,1.975,1606.0000000000002,720.875,0.18,0.792,289.08000000000004,24.0,False,OK
463598,1,1.09,2.19,49.8,6,22,200,A,Y,AY,CLEANING,0,4.0,8.76,4.36,3197.4,1591.4,0.08,0.7008,255.792,20.0,True,Reorder Now
463901,1,1.15,2.24,51.2,6,22,202,A,Z,AZ,CLEANING,0,4.0,8.96,4.6,3270.4,1678.9999999999998,0.18,1.6128,588.672,34.0,False,OK
463903,1,0.94,2.1,44.8,5,20,196,A,Z,AZ,CLEANING,0,4.0,8.4,3.76,3066.0,1372.3999999999999,0.18,1.512,551.88,31.0,False,OK
464263,1,1.87,1.67,112.5,4,15,174,A,Y,AY,GROCERY I,0,2.5,4.175,4.675000000000001,1523.875,1706.3750000000002,0.08,0.334,121.91000000000001,21.0,False,OK
464302,1,3.46,2.04,169.9,6,20,193,A,Z,AZ,GROCERY I,0,2.5,5.1,8.65,1861.4999999999998,3157.25,0.18,0.9179999999999999,335.07,15.0,True,Reorder Now
464333,1,1.98,3.85,51.3,11,38,265,A,Z,AZ,GROCERY I,0,2.5,9.625,4.95,3513.125,1806.75,0.18,1.7325,632.3625,33.0,True,Reorder Now
464334,1,1.47,2.62,56.1,9,27,219,A,Z,AZ,GROCERY I,0,2.5,6.550000000000001,3.675,2390.7500000000005,1341.375,0.18,1.179,430.33500000000004,38.0,False,OK
464336,1,1.17,2.35,49.8,9,25,207,A,Z,AZ,GROCERY I,0,2.5,5.875,2.925,2144.375,1067.625,0.18,1.0574999999999999,385.98749999999995,20.0,True,Reorder Now
464339,1,2.53,4.76,53.1,12,46,295,A,Z,AZ,GROCERY I,0,2.5,11.899999999999999,6.324999999999999,4343.499999999999,2308.6249999999995,0.18,2.1419999999999995,781.8299999999998,28.0,True,Reorder Now
464356,1,1.49,3.29,45.5,8,31,245,A,Z,AZ,GROCERY I,0,2.5,8.225,3.725,3002.125,1359.625,0.18,1.4805,540.3824999999999,33.0,False,OK
464374,1,17.24,24.97,69.0,90,265,675,A,Z,AZ,BEVERAGES,0,3.0,74.91,51.72,27342.149999999998,18877.8,0.18,13.483799999999999,4921.5869999999995,404.0,False,OK
464536,1,3.99,5.96,66.8,76,118,330,A,Y,AY,GROCERY I,0,2.5,14.9,9.975000000000001,5438.5,3640.8750000000005,0.08,1.192,435.08,146.0,False,OK
467808,1,2.28,3.36,67.8,12,35,248,A,Y,AY,CLEANING,0,4.0,13.44,9.12,4905.599999999999,3328.7999999999997,0.08,1.0752,392.448,38.0,False,OK
467887,1,2.93,4.31,67.9,21,51,281,A,Z,AZ,GROCERY I,0,2.5,10.774999999999999,7.325,3932.8749999999995,2673.625,0.18,1.9394999999999998,707.9174999999999,26.0,True,Reorder Now
468057,1,1.6,2.63,60.8,8,26,219,A,Z,AZ,DELI,1,4.5,11.834999999999999,7.2,4319.775,2628.0,0.18,2.1302999999999996,1166.3392499999998,30.0,False,OK
468265,1,1.47,2.08,70.8,6,21,195,A,Z,AZ,BEVERAGES,0,3.0,6.24,4.41,2277.6,1609.65,0.18,1.1232,409.968,33.0,False,OK
470624,1,2.23,3.61,61.7,12,37,257,A,Z,AZ,CLEANING,0,4.0,14.44,8.92,5270.599999999999,3255.8,0.18,2.5991999999999997,948.7079999999999,21.0,True,Reorder Now
471980,1,1.44,3.53,40.9,7,32,254,A,Y,AY,GROCERY I,0,2.5,8.825,3.5999999999999996,3221.1249999999995,1313.9999999999998,0.08,0.706,257.69,33.0,False,OK
471985,1,1.06,2.18,48.7,5,20,199,A,Z,AZ,DAIRY,1,2.2,4.796000000000001,2.3320000000000003,1750.5400000000004,851.1800000000001,0.18,0.8632800000000002,472.64580000000007,29.0,False,OK
472658,1,1.17,2.54,46.1,5,23,215,A,Y,AY,GROCERY I,0,2.5,6.35,2.925,2317.75,1067.625,0.08,0.508,185.42000000000002,30.0,False,OK
502227,1,3.41,4.91,69.5,35,69,299,A,Z,AZ,GROCERY I,0,2.5,12.275,8.525,4480.375,3111.625,0.18,2.2095,806.4675,85.0,False,OK
502230,1,1.79,2.96,60.7,9,30,232,A,Z,AZ,GROCERY I,0,2.5,7.4,4.475,2701.0,1633.3749999999998,0.18,1.332,486.18,37.0,False,OK
502331,1,7.07,20.85,33.9,45,191,617,A,Y,AY,BREAD/BAKERY,1,1.5,31.275000000000002,10.605,11415.375,3870.8250000000003,0.08,2.5020000000000002,1369.8450000000003,159.0,True,Reorder Now
507457,1,1.52,3.05,50.0,9,31,236,A,Z,AZ,FROZEN FOODS,0,3.5,10.674999999999999,5.32,3896.3749999999995,1941.8000000000002,0.18,1.9214999999999998,701.3475,23.0,True,Reorder Now
507478,1,3.1,9.17,33.9,17,81,409,A,Y,AY,EGGS,1,2.0,18.34,6.2,6694.1,2263.0,0.08,1.4672,803.292,111.0,False,OK
507641,1,1.27,2.57,49.6,8,26,217,A,Z,AZ,DAIRY,1,2.2,5.654,2.7940000000000005,2063.71,1019.8100000000002,0.18,1.01772,557.2017000000001,36.0,False,OK
507870,1,0.85,1.88,45.4,4,17,185,A,Z,AZ,GROCERY I,0,2.5,4.699999999999999,2.125,1715.4999999999998,775.625,0.18,0.8459999999999999,308.78999999999996,24.0,False,OK
507969,1,2.57,5.21,49.4,13,49,308,A,Z,AZ,POULTRY,1,6.0,31.259999999999998,15.419999999999998,11409.9,5628.299999999999,0.18,5.626799999999999,3080.673,73.0,False,OK
508947,1,3.69,6.52,56.6,20,65,345,A,Z,AZ,DAIRY,1,2.2,14.344,8.118,5235.5599999999995,2963.07,0.18,2.5819199999999998,1413.6011999999998,66.0,False,OK
510054,1,2.6,2.86,90.8,12,32,229,A,Z,AZ,GROCERY I,0,2.5,7.1499999999999995,6.5,2609.75,2372.5,0.18,1.287,469.755,32.0,True,Reorder Now
510055,1,1.76,3.08,56.9,10,31,237,A,Z,AZ,GROCERY I,0,2.5,7.7,4.4,2810.5,1606.0000000000002,0.18,1.386,505.89,42.0,False,OK
510057,1,4.52,6.77,66.9,28,75,351,A,Z,AZ,GROCERY I,0,2.5,16.924999999999997,11.299999999999999,6177.624999999999,4124.5,0.18,3.0464999999999995,1111.9724999999999,88.0,False,OK
513853,1,1.5,2.41,62.4,12,29,210,A,Z,AZ,CLEANING,0,4.0,9.64,6.0,3518.6000000000004,2190.0,0.18,1.7352,633.3480000000001,36.0,False,OK
513855,1,3.28,3.94,83.2,10,38,268,A,Z,AZ,CLEANING,0,4.0,15.76,13.12,5752.4,4788.799999999999,0.18,2.8367999999999998,1035.432,51.0,False,OK
514144,1,2.1,5.09,41.3,11,47,305,A,Z,AZ,GROCERY I,0,2.5,12.725,5.25,4644.625,1916.25,0.18,2.2904999999999998,836.0324999999999,69.0,False,OK
514172,1,6.23,6.87,90.6,71,119,354,A,Z,AZ,BEVERAGES,0,3.0,20.61,18.69,7522.65,6821.85,0.18,3.7097999999999995,1354.0769999999998,96.0,True,Reorder Now
514242,1,1.77,2.84,62.3,10,30,228,A,Z,AZ,GROCERY I,0,2.5,7.1,4.425,2591.5,1615.125,0.18,1.2779999999999998,466.4699999999999,26.0,True,Reorder Now
514327,1,5.37,12.12,44.3,37,122,470,A,Y,AY,PREPARED FOODS,1,5.5,66.66,29.535,24330.899999999998,10780.275,0.08,5.3328,2919.708,63.0,True,Reorder Now
514597,1,0.64,1.5,42.7,4,14,165,A,Y,AY,GROCERY I,0,2.5,3.75,1.6,1368.75,584.0,0.08,0.3,109.5,15.0,False,OK
517615,1,3.74,5.91,63.3,39,80,328,A,Z,AZ,GROCERY I,0,2.5,14.775,9.350000000000001,5392.875,3412.7500000000005,0.18,2.6595,970.7175,35.0,True,Critical
518091,1,15.68,33.87,46.3,87,324,786,A,Z,AZ,BEVERAGES,0,3.0,101.60999999999999,47.04,37087.649999999994,17169.6,0.18,18.289799999999996,6675.776999999998,311.0,True,Reorder Now
518094,1,5.41,10.83,50.0,33,109,445,A,Z,AZ,BEVERAGES,0,3.0,32.49,16.23,11858.85,5923.95,0.18,5.8482,2134.5930000000003,115.0,False,OK
521818,1,2.74,2.96,92.8,16,37,232,A,Z,AZ,GROCERY I,0,2.5,7.4,6.8500000000000005,2701.0,2500.25,0.18,1.332,486.18,28.0,True,Reorder Now
522383,1,2.67,3.52,75.8,10,34,253,A,Z,AZ,GROCERY I,0,2.5,8.8,6.675,3212.0000000000005,2436.375,0.18,1.584,578.1600000000001,38.0,False,OK
522941,1,3.08,3.7,83.1,16,42,260,A,Z,AZ,GROCERY I,0,2.5,9.25,7.7,3376.25,2810.5,0.18,1.665,607.725,18.0,True,Critical
