item_nbr,total_sales,std_sales,mean_sales,cumulative_pct,ABC,cv,XYZ,ABC_XYZ
404336,384196.0,19.150581,9.655107,58.480858,A,1.9834666,Z,AZ
583799,384072.97,9.620235,10.222319,58.516632,A,0.94110113,Y,AY
1463859,383662.0,69.081276,65.87603,58.552372,A,1.0486557,Z,AZ
838406,381971.0,8.275862,7.595216,58.58795,A,1.0896151,Z,AZ
1121513,381911.0,5.222928,5.2372537,58.623516,A,0.9972647,Y,AY
1239785,381874.0,7.733475,7.1968865,58.65909,A,1.0745585,Z,AZ
991114,381733.0,8.346619,7.538618,58.69465,A,1.1071815,Z,AZ
1457182,381032.0,11.040091,8.054112,58.730137,A,1.3707396,Z,AZ
911989,381030.0,9.442118,8.533897,58.765633,A,1.106425,Z,AZ
173111,380932.0,6.1124945,5.725804,58.801113,A,1.0675347,Z,AZ
1489694,380667.1,11.424979,10.304731,58.836575,A,1.108712,Z,AZ
1047752,380569.0,7.7909207,7.752159,58.872013,A,1.0050001,Z,AZ
813770,380224.0,7.1721344,7.8479223,58.907433,A,0.9138896,Y,AY
1159728,379576.0,8.429488,8.873159,58.942787,A,0.9499985,Y,AY
1672581,379440.44,14.804715,13.893319,58.978134,A,1.0655996,Z,AZ
1457337,379385.0,12.075719,16.1695,59.01347,A,0.7468208,Y,AY
1150700,379038.5,15.34165,11.664159,59.04877,A,1.3152813,Z,AZ
2010568,378550.0,29.302732,12.826117,59.084034,A,2.2846146,Z,AZ
457556,377815.0,6.017276,5.2909336,59.119217,A,1.1372806,Z,AZ
1239791,377265.0,10.681576,9.816685,59.15436,A,1.0881042,Z,AZ
807495,376494.0,11.478867,8.513919,59.189434,A,1.3482472,Z,AZ
414455,375930.0,6.930813,5.541666,59.22445,A,1.2506732,Z,AZ
583931,374713.72,11.112716,11.530007,59.25935,A,0.9638082,Y,AY
1239857,374375.16,11.967836,12.289504,59.294224,A,0.9738258,Y,AY
1239899,373918.16,12.968635,14.106393,59.329052,A,0.9193445,Y,AY
1239861,372970.53,9.116137,11.44608,59.363792,A,0.7964418,Y,AY
1091367,372946.0,13.575555,10.00338,59.398525,A,1.3570968,Z,AZ
856688,372816.0,147.56934,56.97066,59.43325,A,2.590269,Z,AZ
214859,371784.0,25.463493,6.1631193,59.46788,A,4.131592,Z,AZ
847894,371714.0,6.189236,9.145831,59.5025,A,0.6767276,Y,AY
464536,371648.0,5.8811455,6.840945,59.537117,A,0.8596978,Y,AY
358272,371633.0,5.323405,6.3592234,59.571735,A,0.8371155,Y,AY
360703,371582.0,17.322409,7.6286106,59.60635,A,2.270716,Z,AZ
105857,371542.0,11.695937,7.3944592,59.64095,A,1.5817164,Z,AZ
510055,371433.0,8.725653,5.4206386,59.675552,A,1.6097094,Z,AZ
657869,371376.0,5.9541936,5.2383947,59.710144,A,1.1366447,Z,AZ
979195,371081.0,5.2123613,5.4827943,59.744705,A,0.9506761,Y,AY
457471,370816.0,10.095572,8.727958,59.779243,A,1.1566936,Z,AZ
1473414,370351.97,9.947688,10.699794,59.813744,A,0.9297084,Y,AY
738219,368415.0,7.246929,6.242629,59.848053,A,1.1608777,Z,AZ
215370,367636.0,6.9444156,6.4040275,59.882294,A,1.0843825,Z,AZ
557241,366986.34,154.48273,31.716043,59.916477,A,4.870807,Z,AZ
215303,366256.0,6.3040524,5.322173,59.950596,A,1.1844884,Z,AZ
1457179,365777.0,7.7748036,7.193396,59.98466,A,1.0808252,Z,AZ
1084365,365465.03,182.9247,233.6733,60.0187,A,0.78282243,Y,AY
1084882,365287.0,6.536669,4.991896,60.052727,A,1.3094561,Z,AZ
1584574,364950.0,15.102306,15.29291,60.086716,A,0.9875365,Y,AY
211205,364948.0,9.432809,6.5297546,60.12071,A,1.4445885,Z,AZ
1463899,364606.0,13.329107,16.01045,60.15467,A,0.83252543,Y,AY
838409,364097.0,7.7896967,8.093923,60.18858,A,0.9624131,Y,AY
770463,363866.0,28.350864,20.85192,60.22247,A,1.3596286,Z,AZ
841667,363346.0,8.448676,6.716813,60.256313,A,1.25784,Z,AZ
634014,363119.94,8.805771,9.0592,60.29014,A,0.9720252,Y,AY
939210,362206.0,6.0010405,5.7855763,60.32387,A,1.0372416,Z,AZ
1397060,362093.0,17.17544,11.831944,60.3576,A,1.451616,Z,AZ
554143,360517.0,23.619572,12.218016,60.391182,A,1.9331758,Z,AZ
158789,360218.0,13.538041,8.530918,60.42473,A,1.5869384,Z,AZ
1087270,359637.0,7.054746,6.84332,60.458225,A,1.0308952,Z,AZ
1920084,359083.0,17.07872,16.137112,60.491676,A,1.0583504,Z,AZ
522941,358321.0,6.7692304,6.5808554,60.525047,A,1.0286247,Z,AZ
1047703,358264.0,14.8936,8.400094,60.558422,A,1.7730278,Z,AZ
265266,358083.0,6.9437947,7.4002438,60.591774,A,0.93831974,Y,AY
158788,358069.0,21.492958,5.0901117,60.625122,A,4.222492,Z,AZ
580929,357763.0,4.7268615,4.98541,60.658447,A,0.94813895,Y,AY
463903,357516.0,6.0402412,5.088399,60.69175,A,1.1870613,Z,AZ
510057,357289.0,13.507021,11.132579,60.725033,A,1.2132877,Z,AZ
740722,357110.0,10.176194,8.333372,60.758293,A,1.2211376,Z,AZ
371437,356527.0,6.0012097,5.3957925,60.791504,A,1.1122017,Z,AZ
1014864,355584.0,7.8021417,7.664935,60.824627,A,1.0179006,Z,AZ
886398,355344.0,10.003701,5.5035777,60.85772,A,1.8176724,Z,AZ
222975,354977.0,46.643707,6.3477163,60.89079,A,7.3481083,Z,AZ
1012787,354921.0,12.376628,5.1982512,60.92385,A,2.3809214,Z,AZ
1473511,354636.88,17.687794,16.147015,60.95688,A,1.0954219,Z,AZ
159242,354190.0,6.035621,5.4946404,60.98987,A,1.0984561,Z,AZ
1913463,354151.0,16.92262,20.72149,61.02286,A,0.81667006,Y,AY
838217,353322.0,5.5762177,5.3540125,61.055767,A,1.0415026,Z,AZ
271479,353225.0,7.871768,7.702078,61.08867,A,1.0220318,Z,AZ
1309245,353093.0,32.08424,31.222301,61.12156,A,1.0276065,Z,AZ
1182733,352737.0,22.80551,13.631294,61.15441,A,1.673026,Z,AZ
839364,352687.0,5.8732495,5.3959856,61.187267,A,1.0884479,Z,AZ
696183,352459.0,5.513618,5.8599596,61.220097,A,0.9408969,Y,AY
888761,352298.0,10.376713,9.337344,61.25291,A,1.1113131,Z,AZ
1463897,352296.0,13.030282,14.922738,61.28573,A,0.8731831,Y,AY
888763,352112.0,4.794741,5.2322097,61.318527,A,0.91638935,Y,AY
959437,351841.0,18.004108,11.979605,61.3513,A,1.5028967,Z,AZ
153398,351777.0,4.305088,5.714098,61.38407,A,0.75341517,Y,AY
269287,351448.0,15.019989,9.255451,61.416805,A,1.6228262,Z,AZ
1463625,351037.0,13.43617,10.768006,61.449497,A,1.2477862,Z,AZ
454596,350622.0,6.366983,5.734271,61.482155,A,1.1103387,Z,AZ
949296,350357.0,4.197825,4.889362,61.51479,A,0.85856295,Y,AY
830829,350262.0,4.418677,5.2718544,61.54741,A,0.8381637,Y,AY
1473413,350122.6,6.626877,7.6072264,61.580025,A,0.87112916,Y,AY
215332,349702.0,8.519791,5.7895765,61.6126,A,1.4715741,Z,AZ
1464092,349539.0,12.594449,7.954735,61.645157,A,1.5832645,Z,AZ
949243,349356.0,8.360293,5.797766,61.6777,A,1.4419852,Z,AZ
1958186,348267.0,19.300602,12.222467,61.710144,A,1.5791085,Z,AZ
881911,347848.0,5.400003,5.5599637,61.74254,A,0.9712299,Y,AY
953428,347812.0,9.067857,9.602231,61.77494,A,0.94434893,Y,AY
1464034,347337.0,12.650757,14.549365,61.807293,A,0.86950576,Y,AY
1003679,346226.0,12.40613,5.2710857,61.83954,A,2.3536193,Z,AZ
864290,346040.0,15.822115,11.996118,61.871773,A,1.3189363,Z,AZ
1719236,344252.0,14.690727,17.333937,61.90384,A,0.8475125,Y,AY
521818,344002.0,6.279859,4.840054,61.93588,A,1.297477,Z,AZ
668752,343980.0,3.964298,4.7605076,61.967922,A,0.8327469,Y,AY
1489833,343649.0,13.888769,14.587978,61.999935,A,0.9520695,Y,AY
1114914,343648.0,4.5229497,5.1065903,62.031944,A,0.88570833,Y,AY
502230,343348.0,7.0633826,5.606139,62.063927,A,1.259937,Z,AZ
363895,343269.0,7.2528477,6.479341,62.095905,A,1.1193805,Z,AZ
1328672,343162.0,8.235416,11.338576,62.127865,A,0.72631836,Y,AY
472658,342951.0,4.867234,5.1303873,62.159813,A,0.948707,Y,AY
1047696,342386.0,8.707016,6.3482404,62.191708,A,1.3715637,Z,AZ
1963892,342246.0,245.1088,32.968502,62.223583,A,7.4346356,Z,AZ
1057491,342231.0,4.741757,5.108764,62.25546,A,0.92816126,Y,AY
1112839,342041.0,8.961011,9.513824,62.28732,A,0.94189364,Y,AY
2013931,341981.0,357.16153,60.829063,62.319164,A,5.8715606,Z,AZ
1134971,341905.0,10.14724,6.5871305,62.351013,A,1.5404643,Z,AZ
414305,341839.0,7.7808843,6.4927917,62.382854,A,1.1983881,Z,AZ
153239,341628.0,5.0470586,6.0354037,62.41467,A,0.8362421,Y,AY
570917,340372.0,5.0472684,4.9614015,62.446373,A,1.017307,Z,AZ
219152,339859.0,7.193261,5.944605,62.47803,A,1.2100487,Z,AZ
572838,339653.0,5.1516156,5.4887204,62.509663,A,0.93858224,Y,AY
1239818,339291.0,9.867608,8.832943,62.541264,A,1.1171371,Z,AZ
1102268,339099.0,7.6971006,6.6964,62.57284,A,1.1494386,Z,AZ
1089843,339035.0,7.2533383,8.655918,62.60442,A,0.8379629,Y,AY
1246758,338954.0,9.467096,6.9712067,62.635994,A,1.3580284,Z,AZ
897348,338943.0,6.983844,8.179719,62.66756,A,0.85379994,Y,AY
1992914,337766.0,137.87419,19.025854,62.699024,A,7.2466755,Z,AZ
368624,337609.0,5.249029,4.8598514,62.730473,A,1.0800802,Z,AZ
264452,337487.0,7.057011,7.1462116,62.7619,A,0.9875178,Y,AY
1047757,337189.0,6.572614,5.661238,62.793316,A,1.1609852,Z,AZ
850388,337101.2,188.71152,65.24118,62.824715,A,2.8925216,Z,AZ
114799,336913.0,7.943753,5.0853257,62.85609,A,1.5620933,Z,AZ
1021281,336771.0,6.568893,5.275152,62.88746,A,1.2452518,Z,AZ
302952,336453.0,4.9686456,5.721406,62.9188,A,0.86843085,Y,AY
1146797,336226.0,7.179021,5.5921164,62.950115,A,1.2837753,Z,AZ
1116113,336162.0,8.270145,6.0190153,62.981434,A,1.374003,Z,AZ
513853,336007.0,14.175069,5.771135,63.01273,A,2.4562013,Z,AZ
1239918,335751.0,5.4058537,5.6211452,63.044,A,0.9616997,Y,AY
1314409,335747.0,38.720886,11.7209635,63.075275,A,3.3035583,Z,AZ
507641,335680.0,10.412354,8.507274,63.106537,A,1.2239355,Z,AZ
1071949,335356.0,9.512882,5.936345,63.137775,A,1.6024814,Z,AZ
1228319,335219.0,8.502485,8.57513,63.169003,A,0.9915284,Y,AY
177395,334911.0,4.09957,5.0024047,63.200195,A,0.8195198,Y,AY
1916577,334840.0,9.653676,10.189587,63.231384,A,0.94740605,Y,AY
329071,334721.0,3.940384,4.8657675,63.262566,A,0.80981755,Y,AY
1354380,334439.0,11.910432,7.304873,63.293713,A,1.6304777,Z,AZ
1104725,334239.0,10.228494,6.45411,63.324844,A,1.5848031,Z,AZ
698643,334100.0,11.508858,9.03266,63.355965,A,1.2741383,Z,AZ
459762,333876.0,5.0709743,5.3362956,63.387062,A,0.9502799,Y,AY
851982,333799.0,6.2979813,4.8559647,63.418156,A,1.2969579,Z,AZ
226857,333041.0,10.967262,7.5998583,63.44918,A,1.4430877,Z,AZ
210798,332660.0,9.687431,5.4320707,63.480164,A,1.7833773,Z,AZ
1672580,332350.0,20.748941,14.7534075,63.51112,A,1.406383,Z,AZ
1076066,332259.0,7.76508,8.852214,63.54207,A,0.8771907,Y,AY
268440,332256.0,4.149489,4.871646,63.57302,A,0.85176325,Y,AY
212552,332003.0,6.0675664,5.5283155,63.60395,A,1.0975435,Z,AZ
1062374,331642.03,14.168089,10.150028,63.63484,A,1.395867,Z,AZ
1165988,331573.0,5.1302743,5.3140106,63.665726,A,0.9654242,Y,AY
179274,331414.0,5.91377,6.7484016,63.696594,A,0.8763216,Y,AY
164036,331297.0,10.059494,6.5023947,63.72745,A,1.5470445,Z,AZ
1239870,330513.16,16.296028,8.526072,63.758236,A,1.9113173,Z,AZ
695758,330509.94,8.309046,9.184659,63.78902,A,0.9046657,Y,AY
464334,330484.0,6.9480824,5.149731,63.8198,A,1.3492126,Z,AZ
660323,330126.0,16.409184,20.58014,63.85055,A,0.79733104,Y,AY
1306198,330042.0,9.845623,6.5014973,63.88129,A,1.5143625,Z,AZ
1913236,329882.0,16.226437,13.431678,63.912018,A,1.2080722,Z,AZ
1306197,329150.0,8.63904,5.990754,63.942677,A,1.4420621,Z,AZ
1171140,329096.0,8.510032,9.831685,63.973324,A,0.86557204,Y,AY
870546,328836.0,16.903028,6.2521105,64.00396,A,2.7035716,Z,AZ
660502,328735.0,9.060781,8.850286,64.03458,A,1.0237839,Z,AZ
129297,328474.0,9.3575945,4.48784,64.06516,A,2.0850997,Z,AZ
871421,328419.0,8.667535,4.863089,64.09576,A,1.7823105,Z,AZ
361502,328335.0,6.599016,5.1275105,64.126335,A,1.2869824,Z,AZ
355091,328313.0,12.670735,5.139045,64.15692,A,2.465582,Z,AZ
1050142,328234.0,17.540848,7.909253,64.1875,A,2.217763,Z,AZ
839367,327891.0,6.2975287,4.8748326,64.21803,A,1.2918451,Z,AZ
2010329,327591.0,13.786819,9.658893,64.24855,A,1.4273707,Z,AZ
1695825,327411.97,8.302998,9.147374,64.27905,A,0.9076919,Y,AY
865147,327035.0,4.878546,4.9064574,64.30951,A,0.99431133,Y,AY
979196,326844.0,4.7017803,4.935282,64.33995,A,0.9526872,Y,AY
1239854,326807.12,8.449483,9.381574,64.370384,A,0.9006466,Y,AY
357961,326568.0,6.576806,8.210177,64.40081,A,0.8010553,Y,AY
1165987,325862.0,17.477314,5.471523,64.43117,A,3.1942322,Z,AZ
1920045,325792.0,10.29727,10.702056,64.46151,A,0.9621768,Y,AY
841614,325744.0,5.858953,4.726613,64.49186,A,1.2395669,Z,AZ
1693653,325508.0,17.035885,13.799728,64.52218,A,1.2345088,Z,AZ
871600,324363.0,12.97199,5.5392694,64.55238,A,2.341823,Z,AZ
1354712,324148.0,17.52281,11.800503,64.58258,A,1.4849206,Z,AZ
1091366,323872.0,9.046971,8.472779,64.61275,A,1.067769,Z,AZ
583797,323160.16,9.104091,8.488355,64.642845,A,1.0725389,Z,AZ
1464002,322806.0,17.472681,12.623416,64.67292,A,1.3841484,Z,AZ
1239807,322795.0,6.624649,6.009961,64.70298,A,1.1022782,Z,AZ
1147495,322747.0,9.764305,11.008868,64.73305,A,0.88694906,Y,AY
1463773,322615.0,7.85672,6.5904355,64.7631,A,1.1921397,Z,AZ
1457176,322500.0,4.643976,6.5476913,64.79314,A,0.70925397,Y,AY
365139,321990.0,6.6901174,5.0140147,64.82313,A,1.3342836,Z,AZ
1473483,321979.03,8.081658,7.192169,64.85311,A,1.1236746,Z,AZ
471985,321840.0,5.486858,5.085485,64.883095,A,1.0789253,Z,AZ
1693644,321471.0,15.162532,14.02395,64.91304,A,1.0811884,Z,AZ
421066,320604.0,4.3701134,4.6335416,64.942894,A,0.94314754,Y,AY
219147,320505.0,7.647739,6.497162,64.972755,A,1.1770892,Z,AZ
329397,320500.0,5.5003195,5.556711,65.0026,A,0.9898516,Y,AY
364834,320429.0,12.239644,5.3464537,65.032455,A,2.2893014,Z,AZ
1913257,320371.0,10.386462,9.638987,65.062294,A,1.0775471,Z,AZ
463598,320273.0,4.833022,4.8598375,65.092125,A,0.9944822,Y,AY
651523,320021.0,25.254404,8.105491,65.12193,A,3.1157157,Z,AZ
1121515,319824.0,5.7943115,5.340458,65.15172,A,1.0849841,Z,AZ
355090,319267.0,6.2108717,4.5670247,65.18146,A,1.3599383,Z,AZ
736128,319191.0,3.6474895,4.5566816,65.21119,A,0.8004706,Y,AY
1457175,318207.0,5.9771137,6.428554,65.24082,A,0.9297758,Y,AY
770456,318144.0,11.95593,11.846732,65.27046,A,1.0092175,Z,AZ
305079,318097.0,16.527988,9.741142,65.30009,A,1.6967198,Z,AZ
322095,317814.0,4.4695845,4.7888074,65.32969,A,0.9333398,Y,AY
1920057,317768.0,8.170293,9.891919,65.35929,A,0.8259563,Y,AY
1695991,317648.0,11.34792,13.0832405,65.38887,A,0.86736315,Y,AY
368213,317599.0,7.0302343,7.467822,65.41845,A,0.94140357,Y,AY
1391549,317423.0,26.555061,11.351536,65.44802,A,2.3393364,Z,AZ
557810,317137.0,9.930807,4.8089676,65.477554,A,2.0650601,Z,AZ
1246784,317110.0,16.264322,6.1700554,65.507095,A,2.6360092,Z,AZ
1118775,316682.0,13.5391,5.90208,65.53659,A,2.293954,Z,AZ
1229028,316654.0,32.027817,7.907059,65.566086,A,4.0505347,Z,AZ
1146796,315600.0,6.57801,5.688126,65.59548,A,1.1564459,Z,AZ
1909752,315388.0,15.865872,18.496744,65.624855,A,0.8577657,Y,AY
308726,315260.0,5.5069737,5.797352,65.65422,A,0.94991195,Y,AY
634009,314140.03,7.7612815,8.038795,65.68348,A,0.9654782,Y,AY
849098,314136.0,3.7761054,4.501548,65.71274,A,0.838846,Y,AY
1239739,313900.0,6.2785497,5.968021,65.74198,A,1.0520321,Z,AZ
129758,313841.0,7.1248417,8.487465,65.77121,A,0.83945465,Y,AY
1143691,313820.0,6.739732,6.019719,65.80044,A,1.119609,Z,AZ
1060036,313437.0,10.957086,6.1440163,65.82963,A,1.7833751,Z,AZ
1239817,313393.0,4.5569153,5.0469112,65.858826,A,0.9029117,Y,AY
1987709,313372.0,13.828614,16.0976,65.88801,A,0.8590481,Y,AY
939130,313004.0,4.691118,5.3329015,65.91717,A,0.87965584,Y,AY
522383,312652.0,5.8952274,5.5553937,65.94629,A,1.0611719,Z,AZ
583868,312522.56,9.702111,8.074266,65.975395,A,1.201609,Z,AZ
581742,312419.0,6.434871,6.0354495,66.00449,A,1.0661793,Z,AZ
1695882,312290.1,8.263812,7.45803,66.03359,A,1.1080421,Z,AZ
129296,312082.0,3.9753466,4.4840655,66.06265,A,0.8865496,Y,AY
2027559,311577.0,153.95279,49.87626,66.091675,A,3.0866947,Z,AZ
812726,311121.0,8.360625,5.5180907,66.12065,A,1.51513,Z,AZ
805311,311053.0,4.7765784,4.842573,66.14962,A,0.986372,Y,AY
214862,310800.0,4.821481,4.4293694,66.17857,A,1.0885254,Z,AZ
1695907,310574.0,13.639854,14.767439,66.2075,A,0.9236439,Y,AY
428054,310471.0,3.673889,4.39985,66.23642,A,0.83500326,Y,AY
123347,310357.0,6.1190066,6.1704874,66.26532,A,0.99165696,Y,AY
314880,310088.0,5.388513,4.8762875,66.294205,A,1.1050441,Z,AZ
968935,309757.0,7.751768,6.6461477,66.32306,A,1.166355,Z,AZ
1328495,309479.0,7.511883,7.5003395,66.35188,A,1.001539,Z,AZ
830624,309303.0,5.4235253,5.1754065,66.3807,A,1.0479419,Z,AZ
1457338,309183.0,13.933161,15.905293,66.40949,A,0.8760078,Y,AY
209085,308391.0,4.1994243,4.585194,66.438225,A,0.9158662,Y,AY
939129,308373.0,4.6401234,4.9974556,66.46694,A,0.9284972,Y,AY
1164290,308301.0,6.423048,5.953251,66.49566,A,1.0789144,Z,AZ
1464312,308077.0,10.533583,9.652744,66.52435,A,1.0912527,Z,AZ
1726009,307974.0,10.280179,12.131169,66.55304,A,0.84741867,Y,AY
514597,307823.0,4.1005926,4.414625,66.58171,A,0.92886543,Y,AY
376427,307329.0,6.124611,5.5459533,66.610344,A,1.1043388,Z,AZ
1057498,307247.0,7.3120313,8.260216,66.63896,A,0.8852107,Y,AY
358100,307202.0,6.301507,5.45129,66.66757,A,1.1559662,Z,AZ
1473415,306945.0,16.543388,16.332943,66.69616,A,1.0128847,Z,AZ
557305,306924.0,7.482477,8.310516,66.724754,A,0.9003625,Y,AY
771156,306866.0,7.924913,4.5851536,66.753334,A,1.7283854,Z,AZ
1146803,306763.0,5.3918443,5.652221,66.781906,A,0.9539337,Y,AY
422452,306195.0,3.4831924,4.3133955,66.81043,A,0.8075291,Y,AY
692104,305504.0,7.904658,7.9678683,66.83888,A,0.9920668,Y,AY
916887,305483.0,8.026345,8.196705,66.86734,A,0.9792161,Y,AY
1047702,305297.0,15.997406,8.014938,66.89577,A,1.9959487,Z,AZ
1455482,305283.0,14.053512,11.8713255,66.92421,A,1.1838199,Z,AZ
1550461,305137.97,18.22236,21.356241,66.95264,A,0.85325694,Y,AY
172184,303765.0,5.9786124,4.727492,66.98092,A,1.2646478,Z,AZ
1148812,303390.0,13.264621,10.532546,67.00918,A,1.2593936,Z,AZ
740714,303262.0,4.0447483,4.537269,67.03742,A,0.8914499,Y,AY
574898,303025.0,5.501386,4.605103,67.06565,A,1.1946282,Z,AZ
1686650,302822.0,13.060355,14.193672,67.09386,A,0.9201534,Y,AY
679926,302601.0,8.3863,7.6812034,67.12204,A,1.0917951,Z,AZ
1239846,302415.0,9.537724,9.517688,67.15021,A,1.0021051,Z,AZ
1028589,301938.0,13.835492,6.656335,67.17833,A,2.078545,Z,AZ
1673297,301449.0,8.766524,8.616275,67.20641,A,1.0174378,Z,AZ
1047758,301366.0,6.3026757,5.810697,67.23448,A,1.0846678,Z,AZ
664545,300391.0,4.5825357,4.505369,67.26247,A,1.0171276,Z,AZ
2010916,300248.0,9.883725,8.855828,67.29043,A,1.1160702,Z,AZ
933780,299896.0,7.4852676,4.70462,67.31836,A,1.5910462,Z,AZ
226126,299821.0,3.812234,4.362302,67.34629,A,0.8739042,Y,AY
819933,299796.0,15.025412,11.891005,67.374214,A,1.2635949,Z,AZ
999546,299624.0,5.946792,6.337359,67.40212,A,0.9383707,Y,AY
598414,299512.0,4.4961543,4.5015707,67.43002,A,0.99879676,Y,AY
464356,299277.0,8.815337,7.346204,67.45789,A,1.1999854,Z,AZ
1968390,298952.0,18.960056,19.143955,67.48574,A,0.9903939,Y,AY
805321,298444.0,5.449242,4.5873528,67.513535,A,1.1878839,Z,AZ
1463609,298275.0,7.5709677,7.089632,67.54133,A,1.0678929,Z,AZ
575675,298232.0,4.655371,5.236642,67.5691,A,0.88899934,Y,AY
1958245,298103.0,12.4568405,8.751263,67.59687,A,1.4234335,Z,AZ
215356,297847.0,3.9158025,4.3857784,67.62461,A,0.8928409,Y,AY
1958166,297841.0,10.279355,9.036164,67.65236,A,1.1375794,Z,AZ
849312,297713.0,6.1553035,7.6633377,67.68009,A,0.80321443,Y,AY
1463509,297597.0,14.633826,11.764122,67.70781,A,1.243937,Z,AZ
557285,297585.0,4.0226083,4.3470354,67.73553,A,0.9253682,Y,AY
1145597,297539.0,8.803248,6.0409102,67.76324,A,1.4572718,Z,AZ
360313,297106.0,6.710086,6.810453,67.79092,A,0.9852628,Y,AY
1173853,296980.0,5.592045,5.364814,67.81857,A,1.0423558,Z,AZ
838400,296900.0,8.3531885,7.802891,67.84623,A,1.0705248,Z,AZ
830797,295878.0,3.0878491,4.047136,67.87378,A,0.76297146,Y,AY
953427,295770.0,7.1706295,7.980411,67.90133,A,0.8985288,Y,AY
1430041,295706.0,16.252052,10.912466,67.92887,A,1.4893107,Z,AZ
158680,295642.0,7.785977,6.7831135,67.956406,A,1.147847,Z,AZ
208386,295352.0,8.050526,7.8813076,67.98392,A,1.0214708,Z,AZ
1246785,295224.0,24.622274,7.3336644,68.01141,A,3.3574312,Z,AZ
358264,295055.0,6.9078865,5.744169,68.0389,A,1.2025911,Z,AZ
819230,294721.88,6.688313,8.009399,68.066345,A,0.835058,Y,AY
378330,294580.0,3.655082,4.175064,68.09379,A,0.8754553,Y,AY
1102976,294461.0,19.350058,5.0096292,68.121216,A,3.8625727,Z,AZ
302998,294332.0,5.5441403,5.109753,68.14863,A,1.0850114,Z,AZ
619969,294079.0,10.057423,7.5824823,68.176025,A,1.3264024,Z,AZ
1081359,294047.0,5.9179983,5.470642,68.20341,A,1.081774,Z,AZ
115891,293916.0,5.3614864,5.6926265,68.23078,A,0.94183,Y,AY
1080756,293839.0,7.1280417,4.7043595,68.25815,A,1.5151992,Z,AZ
255161,293740.0,7.982132,4.7834935,68.285515,A,1.6686825,Z,AZ
252970,293553.0,5.874847,7.6174326,68.31286,A,0.77123713,Y,AY
765517,293462.0,4.7361584,4.508765,68.34019,A,1.0504335,Z,AZ
508947,293405.0,8.628131,7.1468067,68.367516,A,1.2072707,Z,AZ
1948483,293398.0,15.275142,11.518452,68.39484,A,1.3261454,Z,AZ
622958,293064.0,9.732002,7.6869245,68.42214,A,1.2660463,Z,AZ
464302,292856.0,4.899151,4.167167,68.44942,A,1.175655,Z,AZ
1322479,292799.0,8.980378,10.027363,68.47669,A,0.8955872,Y,AY
1089844,292592.0,6.939045,7.646865,68.50394,A,0.9074366,Y,AY
507457,292552.0,5.8080783,5.3705873,68.53119,A,1.0814606,Z,AZ
454416,292357.0,26.943275,7.8442984,68.558426,A,3.4347591,Z,AZ
683721,292338.0,10.01323,4.647737,68.585655,A,2.1544313,Z,AZ
1695831,291949.28,15.652689,11.990196,68.61285,A,1.3054572,Z,AZ
1696022,291914.0,13.189293,15.731516,68.64004,A,0.83839935,Y,AY
360704,291623.0,8.217424,7.2613482,68.667206,A,1.1316664,Z,AZ
1109235,291187.53,109.87494,33.305218,68.69432,A,3.2990308,Z,AZ
322094,290646.0,4.5653296,4.608454,68.7214,A,0.99064225,Y,AY
214860,290595.0,11.469136,4.668943,68.74846,A,2.4564738,Z,AZ
1354383,290225.0,14.918747,6.6732197,68.7755,A,2.2356145,Z,AZ
913967,290160.0,6.8044243,7.64847,68.80253,A,0.88964516,Y,AY
1428331,289357.0,16.504858,11.218866,68.829475,A,1.4711698,Z,AZ
468057,289218.0,6.155216,5.7422123,68.856415,A,1.0719242,Z,AZ
1371618,289177.0,8.430304,6.910175,68.88335,A,1.2199842,Z,AZ
871511,288856.0,14.569004,21.863155,68.910255,A,0.6663724,Y,AY
252972,288396.0,6.2005363,7.634775,68.93711,A,0.8121439,Y,AY
418026,288212.0,4.6351585,4.7503295,68.96396,A,0.97575516,Y,AY
1105210,288160.0,5.558631,4.634213,68.99079,A,1.1994768,Z,AZ
911871,288152.0,4.1076717,4.469829,69.01763,A,0.9189774,Y,AY
579759,288144.0,7.2687955,6.506876,69.04447,A,1.1170945,Z,AZ
913102,287764.0,26.723198,11.108864,69.071266,A,2.4055743,Z,AZ
679442,287712.0,54.18646,8.907216,69.098076,A,6.0834336,Z,AZ
999545,287442.0,5.9501743,6.2562194,69.12484,A,0.95108145,Y,AY
841570,287430.0,4.755146,4.7476916,69.15162,A,1.0015701,Z,AZ
938575,286820.0,14.345163,7.329364,69.17833,A,1.957218,Z,AZ
1159597,286763.0,13.443506,10.52071,69.20505,A,1.2778136,Z,AZ
1229025,286730.0,12.970536,6.314387,69.23175,A,2.0541244,Z,AZ
617103,286158.0,7.481234,7.544968,69.25841,A,0.99155277,Y,AY
213066,285857.0,3.6961234,4.244161,69.285034,A,0.87087256,Y,AY
759894,285264.0,8.248233,4.260788,69.3116,A,1.9358468,Z,AZ
258411,285128.0,5.987734,5.331688,69.33816,A,1.1230465,Z,AZ
1346628,285015.0,5.450095,5.511477,69.3647,A,0.98886293,Y,AY
1062926,284958.0,9.623467,7.581493,69.39124,A,1.2693367,Z,AZ
317285,284686.0,10.547889,9.81879,69.417755,A,1.0742555,Z,AZ
302997,284661.0,7.09174,4.4037223,69.444275,A,1.6103967,Z,AZ
781798,284593.0,7.9067054,7.933348,69.47078,A,0.9966417,Y,AY
